fortune_rank,company,ticker,n_obs,daily_std,cc_vol,parkinson_vol,gk_vol,rs_vol,yz_vol,ewma_vol,mad_vol,norm_avg_vol,n_measures
84,HP,HPQ,253,0.02352548377008254,0.3734554771687478,0.2918400681238864,0.08642391426991014,0.2856174161472762,0.4321355440039348,0.26757478270436247,0.25764821345476224,0.1702442819989949,7
116,Netflix,NFLX,253,0.020617048240233974,0.3272854944712857,0.27384699657883854,0.2701952289859022,0.2696674569682756,0.3432466420614365,0.25909316072799193,0.2474267255428192,0.16769335671352376,7
106,World Kinect,WKC,253,0.020838052979760963,0.3307938359474158,0.25870901006595354,0.23512919878162963,0.28550588877003336,0.3710692702235023,0.2530062287263652,0.22514283063868246,0.16137496753863506,7
49,FedEx,FDX,253,0.02275945025477622,0.3612950721041011,0.26024306021649557,0.19863216168244724,0.2563053806213475,0.38451056780805476,0.2583069588505356,0.2365300473347738,0.16137100418197403,7
28,Phillips 66,PSX,252,0.022539287760593628,0.35780010085831604,0.28888621546969645,0.151304009045978,0.2763841036470311,0.397997095986884,0.23430640783111364,0.22392905949859188,0.15825423734103575,7
146,Ferguson Enterprises,FERG,253,0.02129422385558417,0.3380353241040882,0.23564676488539407,0.21382394371354407,0.23265299843325216,0.35459785925648746,0.3473814815466547,0.22851151123745972,0.15727392469737161,7
154,Arrow Electronics,ARW,253,0.020142111866162462,0.3197461132650539,0.2502915650246442,0.25102139080074165,0.2541838656787345,0.31742368909748975,0.2867714462477633,0.24366230450536616,0.1562461120982892,7
181,Avnet,AVT,253,0.019650847567648372,0.3119475342938166,0.25951263424445525,0.23324459950644258,0.2674119638348231,0.34484551452199674,0.2867064473627964,0.2204611288400758,0.15494665960626472,7
75,ConocoPhillips,COP,253,0.021400499160579612,0.3397223922692411,0.270350719947141,0.15353704256694473,0.24628563881709895,0.3663267073496516,0.2594601521079306,0.2605195333106324,0.1548807864432591,7
33,Wells Fargo,WFC,253,0.020340020006542975,0.3228878075963465,0.25855934651865314,0.22704891847565567,0.25982523835167937,0.3677627750087833,0.24125231289958687,0.23295847996131258,0.15467045083629993,7
176,PG&E,PCG,253,0.018989399800156796,0.30144737650556713,0.26962819885158895,0.26623597267511634,0.2673419319512603,0.2986543376602819,0.32473220516566154,0.2054166991143446,0.15449708966992665,7
32,Goldman Sachs Group,GS,253,0.020911921127726055,0.33196645644336314,0.2637783852834262,0.22760716778748122,0.25877257298515727,0.35957748265992534,0.23793606112769183,0.22773633658998907,0.15397798185539918,7
126,Starbucks,SBUX,253,0.020537128588463766,0.3260168093305806,0.26824993539898645,0.21702765430536944,0.26147228700856345,0.35654696228102556,0.2424528304873007,0.23216871115933124,0.15395176970868166,7
21,Citigroup,C,253,0.02086854010399044,0.3312778040408202,0.26365324988145333,0.20252091420090876,0.2685861200749909,0.38492792870577147,0.2184287147263829,0.23002238240572886,0.15360429950252913,7
61,HCA Healthcare,HCA,253,0.018028074210738203,0.286186805874182,0.2747312888809632,0.28031446771393,0.29233454470445736,0.31666841173546956,0.2667643359679553,0.1952628764281512,0.15211486325116103,7
128,CBRE Group,CBRE,253,0.019152614950321036,0.30403833669076297,0.26392736779895326,0.2665873252100836,0.2647590052666953,0.32047516956820543,0.22367753692799358,0.2376121725424276,0.15122002761061276,7
190,Live Nation Entertainment,LYV,253,0.018417988029935158,0.2923764958642373,0.270838929757516,0.2739606790287377,0.272659901570534,0.3128921562760051,0.22512262418596957,0.2248070180747467,0.14917002611502062,7
200,Oneok,OKE,252,0.020436494604931014,0.324419294367364,0.2745927011110838,,0.25025070416627676,0.402722717718389,0.23013572104770452,0.22919354290477148,0.1489636289103424,6
180,Danaher,DHR,253,0.019431769154826768,0.3084697723061244,0.2635080901546055,0.2568824011061748,0.25710340844305724,0.31234408501689775,0.25687801525422865,0.2223964543525845,0.14872091590887843,7
104,Thermo Fisher Scientific,TMO,253,0.01907242451166085,0.3027653529414428,0.26136049057498734,0.2579245788424772,0.2572646245042702,0.3136284674460803,0.28059846133902105,0.21126701672549703,0.1483537012507652,7
118,General Electric (GE Aerospace),GE,253,0.020284044768455644,0.32199922823900623,0.26296617534593825,0.2599954248424053,0.26024295388508234,0.3248737417470353,0.2095526611123849,0.222132672602613,0.14728991044714967,7
4,Apple,AAPL,253,0.020181675709559952,0.32037416980829186,0.2559024457806292,0.25156976772040257,0.2511042920209646,0.33333457529506066,0.26257908009789316,0.19488597612628325,0.14489780900946903,7
